"温馨提示：导出榜单如用于媒体发布，请注明数据来自“新媒体指数”，并请嵌入新媒体指数的LOGO, logo url: http://www.gsdata.cn/themes/search_new/images/tp_03.png",,,,,,,,,,,,,,
公众号,帐号名,标题,URL,发布时间,DAY阅读数,DAY点赞数,WEEK阅读数,WEEK点赞数,是否头条,状态,原文链接,作者,原创标识,摘要
读悦文摘,duzhe3650,最值得看的十本外国小说，你看过了几本？,http://mp.weixin.qq.com/s?__biz=MzA5MTMxMjMyMw==&mid=401240558&idx=6&sn=f8487b0f56b962a97c66f9dccd165fd3&scene=4#wechat_redirect,2015-11-13 12:17:52,90432,508,,,6,正常,,,被删除,﻿提示:请点上方↑↑↑读者文摘一键免费关注！《读者文摘》微信版 第一文摘杂志1、《小王子》作者:[法]圣埃克
闹啥子嘛,nao131452,☺老公今晚没在家...,http://mp.weixin.qq.com/s?__biz=MzA3MTk4NzkyNw==&mid=400453328&idx=1&sn=24da49dd566be0a24db1a0360a0d5a98&scene=4#wechat_redirect,2015-11-13 20:37:41,90384,411,,,1,正常,,,无,1
猎奇村,yamadai163,飞机坠毁前的十分钟！胆小勿入,http://mp.weixin.qq.com/s?__biz=MjM5OTI0ODIwMA==&mid=400980031&idx=5&sn=938934103172f6023eeee1e2d04d72ab&scene=4#wechat_redirect,2015-11-13 14:58:20,90341,201,,,5,正常,,,无,
每日精彩,mrjc888,说话三宝，处世三宝，人心三宝,http://mp.weixin.qq.com/s?__biz=MzA4OTAyMTAwNw==&mid=406298892&idx=5&sn=0077699258369555a3f2eb34bc07824f&scene=4#wechat_redirect,2015-11-13 07:34:22,90194,47,,,5,正常,,,,"如果您想以后还能免费看到如此精彩的文章,请点击本文标题和第一张图片之间的蓝色字:每日精彩→再点击:关注.完全"
微赚钱,woaizhuanqian,▶央視出5亿请他上春晚，他拒绝了,http://mp.weixin.qq.com/s?__biz=MjM5OTEzODU5Mg==&mid=400544172&idx=6&sn=ddef85ae59671033bf1770446ccdf11c&scene=4#wechat_redirect,2015-11-13 12:36:39,90097,58,,,6,正常,http://mp.weixin.qq.com/mp/getmasssendmsg?__biz=MjM5OTEzODU5Mg==#wechat_webview_type=1&wechat_redirect,,无,绝对可以说牛逼透了！！别忘了给朋友看看！！关注微赚钱并回复数字获取独家资料：111 十大冷门暴利赚钱小生意 
动图贴贴,dongtu01,痛苦的人，往往是心太软,http://mp.weixin.qq.com/s?__biz=MzAwNzI2MTE4MA==&mid=470880529&idx=3&sn=1d63a4089f0da4a1e4fc861abf9cc6e6&scene=4#wechat_redirect,2015-11-13 10:32:33,90055,631,,,3,正常,,,,
春天女人,cvip11,两头猪的真爱，看完我哭了~,http://mp.weixin.qq.com/s?__biz=MzAwODA3OTE0Mw==&mid=400904983&idx=5&sn=8802f18aa619f617ea6103146c672090&scene=4#wechat_redirect,2015-11-13 00:02:40,89994,638,,,5,正常,http://mp.weixin.qq.com/s?__biz=MzA5NjQzNzY1NQ==&mid=213793506&idx=1&sn=1a8604ff4dc7dee5b6264fcf13ec2346&scene=25&srcid=1108BlRUiS79loYZc55P6jS3&key=d4b25ade3662d6432efd11a9d445df832486d5d49a57f1a6749e7b5c6793623662d481e257fd2179beecf15efb306459&ascene=1&uin=MTAwNTIwMTgzMA%3D%3D&devicetype=webwx&version=70000001&pass_ticket=yk96nx5MAa2TCd%2Bs%2Fjv6Gp37NxIKWdk9JICfYQHA56sJqbN9%2FeNzUg2KXcMrpMX1#wechat_redirect,,无,阅读本文前，请您先点击上面的蓝色字体“春天女人”，再点击“关注”，这样您就可以继续免费收到文章了。每天都有分
奔波儿灞与灞波儿奔,bb2b2bb,女生第一次看片是什么体验？,http://mp.weixin.qq.com/s?__biz=MjM5NzEyMTUxNg==&mid=401608036&idx=3&sn=4e81c48b532433cdeb800decccc29460&scene=4#wechat_redirect,2015-11-13 18:23:10,89940,202,,,3,正常,,,无,被那不堪的画面恶心吐了▲你的肚子是储物箱吗原来男生的丁丁这么丑▲……看了几分钟被吓傻心理阴影面积可以盖一栋楼
读者文摘精选,dzwz999,要习惯任何人的忽冷忽热，也要看淡任何人的渐行渐远,http://mp.weixin.qq.com/s?__biz=MzAwODIxMjEyOQ==&mid=400556296&idx=1&sn=4d2e4a9521c963ac5dcc299706b7c886&scene=4#wechat_redirect,2015-11-13 11:03:06,89923,1190,,,1,正常,http://mp.weixin.qq.com/s?__biz=MzAwODIxMjEyOQ==&mid=202835191&idx=1&sn=3b1a3d6c6aa59795ea9db118b30265e0#rd,,,微信号：dzwz999《15\/11\/13期》● 传播正能量，分享大智慧来源：转自公众号微奇生活（
全球搞笑视频榜,neikudouxiaoshile,封闭式校园KTV里，竟然...,http://mp.weixin.qq.com/s?__biz=MjM5NzI2NDgyMA==&mid=401743772&idx=6&sn=e6a4f4f0fe5671416629643430f19f18&scene=4#wechat_redirect,2015-11-13 20:00:22,89822,143,,,6,正常,,,无,
我们爱健身,vopjs22,给你一个碗，就能知道你会不会出轨！敢试吗？,http://mp.weixin.qq.com/s?__biz=MzIxMTAyMzg4Nw==&mid=400825713&idx=1&sn=1c94c5540ef7b87a5de3f1bfb35c6be2&scene=4#wechat_redirect,2015-11-13 17:58:33,89789,33,,,1,正常,,,无,阅读本文前，请您先点击本文上面的蓝色字体“我们爱健身”再点击“关注”，这样您就可以继续免费收到文章了。每天都
笑点研究所,xd2299,败家全过程，太形象了,http://mp.weixin.qq.com/s?__biz=MzAxOTAxMTg0Nw==&mid=401774100&idx=4&sn=c73ad7bca70f65cc8cb8c647e5136c0e&scene=4#wechat_redirect,2015-11-13 11:11:49,89764,330,,,4,正常,http://v.youku.com/v_show/id_XMTM3OTgzODcwNA==.html?f=22538010,,,再过几天又有新一批卖家秀买家秀让我们开心啦
猎奇村,yamadai163,两个00后对唱情歌，全场人都惊呆了！,http://mp.weixin.qq.com/s?__biz=MjM5OTI0ODIwMA==&mid=400980031&idx=6&sn=18fe9688c59ed0169c8da7b6bb6aef37&scene=4#wechat_redirect,2015-11-13 14:58:20,89734,343,,,6,正常,,,无,
传统节日祝福,zhufu569,说 中 年 （送给35—55岁的朋友！）,http://mp.weixin.qq.com/s?__biz=MjM5OTQ4NjA2Ng==&mid=401853200&idx=6&sn=0950e325d320bb5ac999654046e307b1&scene=4#wechat_redirect,2015-11-13 06:08:27,89597,700,,,6,正常,,,,幸福不会敲门来找你，快乐也不能从天而降，幸福靠自己努力营造，快乐要千方百计去寻找，幸福和快乐是一种感觉和感受
全球爆笑短片,top10tu,寡妇的自白，听了脸都红了！,http://mp.weixin.qq.com/s?__biz=MzAxMDA3NDM3OQ==&mid=1608815687&idx=1&sn=cc090936bbaa6c113c58f5e7b878b017&scene=4#wechat_redirect,2015-11-13 20:09:56,89536,46,,,1,正常,,,无,➜点击上方蓝字看更多精彩视频午夜激情火爆视频男人女人私蜜事
豆瓣,douban,什么样的姑娘注定情路坎坷,http://mp.weixin.qq.com/s?__biz=MjM5MTM5MTAyMA==&mid=400600782&idx=1&sn=a5d3d817f6bddf52d9c33f0ba8f22d9f&scene=4#wechat_redirect,2015-11-13 18:32:07,89472,403,,,1,正常,https://www.douban.com/note/520634296/,李甜甜,无,如果性格决定命运，那么什么样的姑娘注定情路坎坷？\\n而配图并不是答案。
女人心计学,nvrxinjixue,性欲望强的女人面相，有你吗？,http://mp.weixin.qq.com/s?__biz=MjM5ODQ3Mjg4MA==&mid=400386822&idx=1&sn=3dcd19a5547c11db401b66f3a2dbad72&scene=4#wechat_redirect,2015-11-13 10:43:49,89458,3,,,1,正常,,,,1、指甲的月牙特别大：指甲的月白特别大又特别多的话，就表示这个女孩子到了40、50岁都还很厉害，因为月白是代
智慧人生,zhrs888888,让步，是尊重，更是涵养,http://mp.weixin.qq.com/s?__biz=MzA3ODA1NDczMg==&mid=401598440&idx=4&sn=a4c14abcfeb567b74df186a7ff04789f&scene=4#wechat_redirect,2015-11-13 07:31:23,89378,53,,,4,正常,,,,"如果您想以后还能免费看到如此精彩的文章,请点击本文标题和第一张图片之间的蓝色字:智慧人生→再点击:关注.完全"
每日一读,meiriyidu8,溺爱意味着什么?,http://mp.weixin.qq.com/s?__biz=MzA5OTExMjYxNA==&mid=400588291&idx=1&sn=d927188e1ec883550833a2556b22bf5c&scene=4#wechat_redirect,2015-11-13 17:31:31,89176,394,,,1,正常,http://wx.guiling.net/gl/mrydu.html,刘燕敏,无,点击每日一读，订阅 最震撼心灵的阅读！【版权】文章来源于网络，版权归原作者所有，若侵权，请联系我们，谢谢！每
搞笑视频,gxsp88,▶老子顶死你个驴日的，笑死我了！,http://mp.weixin.qq.com/s?__biz=MzA3NDI2NzQzMg==&mid=400970465&idx=6&sn=f918c3da6589868a734a33dafe2f9f47&scene=4#wechat_redirect,2015-11-13 17:38:27,89163,148,,,6,正常,,,无,请点击上面　　看劲爆视频！加仙儿微信“gxsp88”，精彩不断哦！
卡妞微秀,weikagirl,☀如果不能同进退，最终的结局只能是天各一方,http://mp.weixin.qq.com/s?__biz=MzA3MTE0NDkxNg==&mid=877030836&idx=6&sn=eee729a4449829157edb8dc087c3a145&scene=4#wechat_redirect,2015-11-13 20:20:57,89089,695,,,6,正常,,,无,爱可以让两个人走到一起，可是想要走得长久，两个人必须共同成长。所谓成长，并不是年龄的增长，而是心与心的距离。
小果哥哥,xiaoguogege123,什么叫土豪新娘？这就是牛！,http://mp.weixin.qq.com/s?__biz=MjM5ODY4MTI0NQ==&mid=400744937&idx=5&sn=943233d8ae0ccac929ca280230bf6ee9&scene=4#wechat_redirect,2015-11-13 18:01:52,89085,335,,,5,正常,http://mp.weixin.qq.com/s?__biz=MjM5ODY4MTI0NQ==&mid=202469144&idx=1&sn=1dea4f6bfbccb5e7d1f3eccec9cefa10#rd,,无,点击&amp;quot;小果哥哥&amp;quot;看劲爆视频姑娘可爱还是黄金可爱？一直在流行的土豪金！大家都知道晋江石狮的婚礼习俗吧，有能力的
健康养身,jkys563,柚子的秘密，太恐怖了！难以置信！,http://mp.weixin.qq.com/s?__biz=MzA3OTU3NjEwOA==&mid=400648327&idx=1&sn=6267fd40332fca74586fc0f25c038b9b&scene=4#wechat_redirect,2015-11-13 00:04:00,89042,610,,,1,正常,http://mp.weixin.qq.com/s?__biz=MzA3OTU3NjEwOA==&mid=400254768&idx=1&sn=dba174f4dddfb617c41c06e101240e39#rd,,无,阅读本文前，请您先点击上面的蓝色字体“健康养身”，再点击“关注”，这样您就可以继续免费收到文章了。每天都有分
大学生励志网,eLizhi,不好意思=慢性自杀(深度好文),http://mp.weixin.qq.com/s?__biz=MjM5OTIwNDkwMA==&mid=400846407&idx=1&sn=06bb8c56e900b28dbd5f1029d2bcf6da&scene=4#wechat_redirect,2015-11-13 10:01:50,89031,1189,,,1,正常,,,,不要让不好意思成为你人生的绊脚石，凡事让你觉得不好意思的都要马上去做，否则时间会把你的勇气完全消磨掉。——别不好意思。
内涵社,neihanshe,再见，余额宝,http://mp.weixin.qq.com/s?__biz=MjM5NjI5ODIxMg==&mid=400781384&idx=1&sn=532cc341b3d6bb318d53c0a642f0967f&scene=4#wechat_redirect,2015-11-13 19:06:53,88984,49,,,1,正常,http://m.iqianjin.com/event/20151109hq.jsp?utmSource=2956&utm_source=%E5%86%85%E6%B6%B5%E7%A4%BE&utm_medium=OA&utm_campaign=151113,,无,以前人们把钱存在银行，因为觉得理财没有哪里比银行更靠谱的。后来有了宝宝产品，人们的钱就存进了宝宝，因为不仅靠谱，而且比
听是谁在唱歌,whoissing,别 等 了，心 酸 的 痛……,http://mp.weixin.qq.com/s?__biz=MzAwMTA4NjI2MA==&mid=400557124&idx=1&sn=0ba183b76653fa6e82cd686120036f10&scene=4#wechat_redirect,2015-11-13 00:03:36,88975,557,,,1,正常,http://i.eqxiu.com/s/JL5jItKv,,无,免费订阅
东北大逗逗,dadoubi258,☂畜生！不配做人，必须曝光他！,http://mp.weixin.qq.com/s?__biz=MzAwNjI1ODkzMg==&mid=401352444&idx=5&sn=a77140f54b9cd55d4e2e62ae06e2e862&scene=4#wechat_redirect,2015-11-13 17:59:32,88889,346,,,5,正常,http://a.chinacentos.com/public?d=eyJhIjogMjIsICJ1IjogIm9vUnlTc3lscmh3V1Vpc29wQVZHeHFudUlLcTgifQ==,,无,看完点击&amp;quot;东北大逗逗&amp;quot; 天天看好玩视频.
每天学点穿衣打扮,cydb555,✅中长款大衣这样穿，漂亮思密达，够你美整个秋冬了！,http://mp.weixin.qq.com/s?__biz=MzA3MzAyNzc5NQ==&mid=400408297&idx=3&sn=87c57274ef6deadf70696a026f16a597&scene=4#wechat_redirect,2015-11-13 13:24:10,88842,23,,,3,正常,,,无,阅读本文前，请您先点击本文标题下面的蓝色字体“每天学点穿衣打扮”再点击“关注”，这样您就可以继续免费收到文章
读悦文摘,duzhe3650,女人都从这里先开始衰老，赶紧保养自己吧！,http://mp.weixin.qq.com/s?__biz=MzA5MTMxMjMyMw==&mid=401240558&idx=8&sn=1fb273a618c4515c6dff1ddb011294ee&scene=4#wechat_redirect,2015-11-13 12:17:52,88694,168,,,8,正常,,,无,身体内“后台运行”的器官衰老，会表现在身体的“显示器”——“脸”上。皮肤粗糙、脸色发黄、没光泽，长斑长痘……
爆笑短片,Baoxiao139,120＂,http://mp.weixin.qq.com/s?__biz=MzAxNjA2NTA5Nw==&mid=401304616&idx=7&sn=232ec1b3543fa51cb651c8b2aa51e650&scene=4#wechat_redirect,2015-11-13 20:05:54,88660,595,,,7,正常,http://mp.weixin.qq.com/s?__biz=MzAxNjA2NTA5Nw==&mid=213608334&idx=1&sn=dd75932d600254d0f9de346b0736fa05#rd,,无,➜点击上方蓝字看更多精彩视频
芭莎娱乐,bazaarstar,老公宠着，萌娃黏着，叶一茜拥有了所有女人想要的幸福！,http://mp.weixin.qq.com/s?__biz=MzA5MjEwODUzNw==&mid=401625160&idx=1&sn=e88ceff55efed1ffdcca10bd577cb2b6&scene=4#wechat_redirect,2015-11-13 16:16:28,88501,258,,,1,正常,,小燕子,有,这两天大家都忙着购物秀恩爱，叶一茜却在微博上放出了他家第二只小萌物田欣辰的正面照！小萌物平时都是害羞地只露一
环球旅行,Viphuanqiu,拿了45亿后，这哥们扛着相机就走了。,http://mp.weixin.qq.com/s?__biz=MjM5MjEyOTEyMQ==&mid=401080262&idx=1&sn=9a8976943f8c79542ef73df6adefc30b&scene=4#wechat_redirect,2015-11-13 22:04:47,88450,526,,,1,正常,,,无,他14岁就曾入侵银行系统34岁时创立了当时最火的社交网站2年后，他的公司卖了45个亿拥有了难以想象的金钱及大
更美,wanmeizhensuo,别再惦记周太太了， 又来一位宅男女神勾走你的魂！,http://mp.weixin.qq.com/s?__biz=MzA4NzAwNDEyMA==&mid=400502612&idx=1&sn=a19db3f700d52b2b279611bb2bcd53ac&scene=4#wechat_redirect,2015-11-13 12:53:31,88409,501,,,1,正常,http://m.gengmei.cc/activity/promotion/6,所长的菜,无,允儿这款菜，是你中意的么？
全球奇闻异事,quwen2014,预言300年后的人类，惊呆了,http://mp.weixin.qq.com/s?__biz=MzA3MjEwNTkzNg==&mid=400494595&idx=2&sn=d8d8324f05d87d5873356dbc871e9450&scene=4#wechat_redirect,2015-11-13 20:18:24,88348,99,,,2,正常,,,无,
贴身小助手,tieshengXZS,不缺钱的6大手相，你的手相如何？,http://mp.weixin.qq.com/s?__biz=MzA5ODY3NzYzMw==&mid=400436471&idx=3&sn=f347354c49eb77dbfa1569db5c6f482d&scene=4#wechat_redirect,2015-11-13 18:55:09,88329,30,,,3,正常,,​你的►,无,1、手掌比较厚实的人　　手掌厚实的人财运丰厚，一般有一定的经济实力，属于很有家底，他们在生活中，收入也高，常
成功智慧,cgzh88888,人生七笑，有钱买不到！,http://mp.weixin.qq.com/s?__biz=MzA3NjA5MTkxNw==&mid=400856299&idx=3&sn=e7cd66c002c6bc8977a0264fb22cb6c8&scene=4#wechat_redirect,2015-11-13 07:33:23,88001,48,,,3,正常,,,,"如果您想以后还能免费看到如此精彩的文章,请点击本文标题和第一张图片之间的蓝色字:成功智慧→再点击:关注.完全"
Olay,olaypg,不同美同样赞 | 让你看到爱的画展,http://mp.weixin.qq.com/s?__biz=MjM5OTQwMzU4MQ==&mid=400963555&idx=1&sn=998b3c597c95aeb55c7ebdbf655e0bf4&scene=4#wechat_redirect,2015-11-13 21:14:45,87967,812,,,1,正常,,,无,今年教师节，李华老师无怨无悔支教自闭症儿童绘画的故事，被拍成Olay公益微电影，上线后感动千万人。11月11
人民网,people_rmw,夜读│人有三个错误不能犯,http://mp.weixin.qq.com/s?__biz=MjM5NzI3NDg4MA==&mid=401138015&idx=1&sn=daa4cd91f21d275a540f23295a3f76bd&scene=4#wechat_redirect,2015-11-13 21:29:41,87704,352,,,1,正常,http://mp.weixin.qq.com/mp/getmasssendmsg?__biz=MjM5NzI3NDg4MA==#wechat_redirect,国馆君,无,山泉都想变作沧波，但自知深浅才是更重要的，更何况有些功名，不过是虚名而已。
笑点研究所,xd2299,三年了，朋友从5个，变到7然后再变到9,http://mp.weixin.qq.com/s?__biz=MzAxOTAxMTg0Nw==&mid=401774100&idx=2&sn=9391efbf2b73d079155f294332dba194&scene=4#wechat_redirect,2015-11-13 11:11:49,87689,527,,,2,正常,http://v.youku.com/v_show/id_XMTM3OTgzODcwNA==.html?f=22538010,,, 中间那个可怜的单身狗，是你吗？
大风视频,dfgxsp,这牌照太牛逼，交警快哭了,http://mp.weixin.qq.com/s?__biz=MzA3MjEwNTY5NQ==&mid=400638410&idx=1&sn=e901e583c505e13d16bab61154d73309&scene=4#wechat_redirect,2015-11-13 10:44:20,87604,466,,,1,正常,http://mp.weixin.qq.com/s?__biz=MzA3MjEwNTY5NQ==&amp;amp;mid=203550833&amp;amp;idx=1&amp;amp;sn=9577313d58d412bade9e8a7af9703395#rd,,,加微信ixiao01让人脸红
好妈妈必读,vipb55,不用水煮鸡蛋，巨好吃，谁不学谁吃亏！,http://mp.weixin.qq.com/s?__biz=MzI1NzAxNTI3Mw==&mid=400697345&idx=6&sn=196920c1df238d8d972746f49814cc34&scene=4#wechat_redirect,2015-11-13 20:42:05,87594,24,,,6,正常,,,无,阅读本文前，请您先点击本文标题下面的蓝色字体“好妈妈必读”再点击“关注”，这样您就可以继续免费收到文章了。每
妈妈手册,jqfans,会吃红糖的女人脸色好，教你红糖怎么吃最补血养颜！,http://mp.weixin.qq.com/s?__biz=MzA4NDYwMjQxMQ==&mid=404730586&idx=8&sn=219f238ca840686d801096744b9a76ae&scene=4#wechat_redirect,2015-11-13 14:18:32,87445,18,,,8,正常,,,无,阅读本文前，请您先点击本文上面的蓝色字体“妈妈手册”再点击“关注”，这样您就可以继续免费收到文章了。每天都有
TripAdvisor猫途鹰,daodao_trip,『搞定签证②』 史上最全·最新·最防坑·免签\/落地签信息,http://mp.weixin.qq.com/s?__biz=MjM5MzEwNzkyMA==&mid=400531011&idx=1&sn=fd16029908db67c8f86ff5401d9c6d27&scene=4#wechat_redirect,2015-11-13 17:29:15,87230,1168,,,1,正常,http://m.baicheng.com/?utm_source=maotouying,by,有,TripAdvisor猫途鹰 ×百程旅行网\\n\\n推出『搞定签证』系列之二\\n\\n本期细说免签与落地签的那些事儿~
精致佳人,jznr987,想开了幸福，想不开就痛苦,http://mp.weixin.qq.com/s?__biz=MzA3MzI4MDUyNw==&mid=400772691&idx=4&sn=0a302bdc43b877ed74bbc9803598dd15&scene=4#wechat_redirect,2015-11-13 06:43:31,87214,423,,,4,正常,http://q.iqingdi.cn/switch.php,,,人很多时候，不是跟事过不去，而是跟心过不去。总是太在乎，可真正在乎你的并不多；总是怕失去，但人生易在拿起，难
笑的合不拢嘴,gaoxiao2015,这个看完，够你笑到月底了！,http://mp.weixin.qq.com/s?__biz=MzA3MDEwNjEzNQ==&mid=400979876&idx=3&sn=2e6f8ddd72ec3cafb6b263bc226164d3&scene=4#wechat_redirect,2015-11-13 09:21:33,87195,208,,,3,正常,http://mp.weixin.qq.com/s?__biz=MzA3MDEwNjEzNQ==&mid=215898816&idx=1&sn=11ff00f81fb5193b5425e6a3731cc5f0#rd,,,看完点击&amp;quot;笑的合不拢嘴&amp;quot; 找好玩视频看完第二季，再围观一下第一季！
腾讯公益,tencentgy,50年后，他终于给她穿上了婚纱,http://mp.weixin.qq.com/s?__biz=MjM5OTc3OTQ5NA==&mid=401800023&idx=4&sn=fa8100b50e9e19c81d89f9f3119f7a02&scene=4#wechat_redirect,2015-11-13 18:46:12,87133,280,,,4,正常,http://gongyi.qq.com/succor/detail.htm?id=6315&et=151113wx4,,无,这是一对普通的爷爷奶奶，有一天，有一群人上门，说要给他们拍婚纱照。刚开始，黄奶奶是拒绝的，不停地说着不要穿婚
教育,edu618,24款儿童用品黑名单曝光，快点告诉身边的人！,http://mp.weixin.qq.com/s?__biz=MzA4MDA5MDUxMA==&mid=400762310&idx=1&sn=40d3058ea84ab61ecfa186f00ada20e0&scene=4#wechat_redirect,2015-11-13 15:39:57,87098,141,,,1,正常,http://mp.weixin.qq.com/s?__biz=MzA4MDA5MDUxMA==&mid=206820422&idx=1&sn=97df0a7f35e090a6d53d7917ccf1e90f&scene=25#wechat_redirect,,无,点击题目下方教育免费关注，父母掌握一点孩子受益一生每天8篇精品推送，点击阅读原文关注我
十点读书,duhaoshu,活该，谁叫你不长眼,http://mp.weixin.qq.com/s?__biz=MjM5MDMyMzg2MA==&mid=401307455&idx=7&sn=1f48ed9497edda2ee402192ebd6b9e34&scene=4#wechat_redirect,2015-11-13 21:50:19,87040,150,,,7,正常,http://mp.weixin.qq.com/s?__biz=MjM5MDMyMzg2MA==&amp;amp;mid=216132716&amp;amp;idx=1&amp;amp;sn=b0f16e47f8e62cff5b65d30fe760c762#rd,,无,点上方蓝字可加关注微信号：十点读书深夜十点，陪你读书文 | 小怪兽点上方绿标即可收听主播吉亚夫朗读音频1璐璐
灵魂有香气的女子,lixiaoyilhyxqdnz,我们心目中的精致是什么样子,http://mp.weixin.qq.com/s?__biz=MjM5MjM0OTMxMA==&mid=401050499&idx=1&sn=1b90bb591f2e98563073078a675376b9&scene=4#wechat_redirect,2015-11-13 17:11:56,86997,201,,,1,正常,http://product.dangdang.com/23663673.html,梅先生,无,成长比成功更重要，和我们一起关注自己、肯定自己、投资自己、活出自己，筱懿和妍妍为你备上有观点的原创文章，让我
回忆专用小马甲,xiaomajia999,妞妞端午の小日记,http://mp.weixin.qq.com/s?__biz=MzA4NzM5MjYxMw==&mid=400860334&idx=1&sn=57f4acbb0d3a5a7ea05a86d4b4984de8&scene=4#wechat_redirect,2015-11-13 21:30:08,86925,4113,,,1,正常,,,无,这两天，妞妞长齐了新毛，厚厚的。端午没那么嗜睡了，喜欢在屋里溜达。外面的风一起，它俩爱趴在一块儿，看起来挺有
脱壳发型,TUO-KE,最新 | 经典BOB发型,http://mp.weixin.qq.com/s?__biz=MjM5NTA1Njc2Ng==&mid=400400260&idx=1&sn=a0b553c01bafbe7b26e910d6062fbd37&scene=4#wechat_redirect,2015-11-13 13:59:13,86920,125,,,1,正常,http://wap.koudaitong.com/v2/showcase/feature?alias=t7ycqi5r,,无,关注脱壳 关注全球发型
每天一首好音乐,HaoMM8,✅打死都不删，句句经典啊！,http://mp.weixin.qq.com/s?__biz=MjM5NDQ0MzIxNw==&mid=401871113&idx=6&sn=852e285df31283f612c3f2a17412262e&scene=4#wechat_redirect,2015-11-13 19:51:15,86879,59,,,6,正常,,,无,﻿阅读本文前，请您先点击本文标题下面的蓝色字体“每天一首好音乐”再点击“关注”，这样您就可以继续免费收到文章
书法道,shufa2013,做人的涵养（很有道理）,http://mp.weixin.qq.com/s?__biz=MjM5NTI1MTU1NA==&mid=400746374&idx=1&sn=8fabcfa94114ef6d882f7366cc918e87&scene=4#wechat_redirect,2015-11-13 07:27:13,86700,690,,,1,正常,,,,1不要自视清高天外有天，人上有人，淡泊明志，宁静致远。当别人把你当领导时，自己不要把自己当领导，当别人不把你
大师励志语录,xingyunds,绝版图片，见过一张算你牛！,http://mp.weixin.qq.com/s?__biz=MzA5ODEyMzYyMA==&mid=402488525&idx=1&sn=c1ca37970e348b72495c0296feb7208c&scene=4#wechat_redirect,2015-11-13 00:03:22,86664,718,,,1,正常,http://mp.weixin.qq.com/mp/appmsg/show?__biz=MzA5ODEyMzYyMA==&appmsgid=10011192&itemidx=1&sign=15929c15f9beabca715c7bb3eca43189&scene=25#wechat_redirect,点这▶▶,无,阅读本文前，请您先点击上面的蓝色字体“大师励志语录”，再点击“关注”，这样您就可以继续免费收到文章了。每天都
男人装,nrz200405,美国人刚刚统计出了全美最危险的职业榜单,http://mp.weixin.qq.com/s?__biz=MjMyMzYyNzg2MA==&mid=400547098&idx=1&sn=934f1364e71642cef8a86f01a6b35dfb&scene=4#wechat_redirect,2015-11-13 21:04:38,86659,106,,,1,正常,http://www.menthol-men.com.cn,男人装,无,不用说，最危险的当然还是扛枪的弟兄，但今天要说的是那些不用打枪的行当——美国人刚刚统计出了全美最危险的职业榜
成功智慧,cgzh88888,人生金句,http://mp.weixin.qq.com/s?__biz=MzA3NjA5MTkxNw==&mid=400856299&idx=8&sn=12dbc797068afefdd5f5f61a46f5e086&scene=4#wechat_redirect,2015-11-13 07:33:23,86415,924,,,8,正常,,,,"如果您想以后还能免费看到如此精彩的文章,请点击本文标题和第一张图片之间的蓝色字:成功智慧→再点击:关注.完全"
网易梦幻西游手游,mhxy1218,力劈华山宠价值探讨，一波成品力劈宝宝展示,http://mp.weixin.qq.com/s?__biz=MzA4MTA3OTg4MQ==&mid=403306368&idx=1&sn=6430e675071f6e1621fe6daefe153ec9&scene=4#wechat_redirect,2015-11-13 18:32:10,86299,23,,,1,正常,,梦幻西游手游,有,力劈华山这个技能有什么作用，又是否能够改变时下的PK格局呢？今天灵儿就给大家深入探讨一下力劈华山的价值。
黄晓明,lovemingzone,最“有爱”│祝黄老板生日快乐,http://mp.weixin.qq.com/s?__biz=MjgzOTYzNDQ4MA==&mid=400852104&idx=1&sn=961594aa6baf458fcb3c422a4768b05c&scene=4#wechat_redirect,2015-11-13 16:02:36,86272,2296,,,1,正常,,,无,祝黄老板11.13生日快乐！
海报网,haibao_cn,【基本款】时尚大咖们都爱的黑色短靴 你怎么能不出手！,http://mp.weixin.qq.com/s?__biz=MjE1MzQwMzYwMQ==&mid=400956817&idx=1&sn=73f5e53e7dd63cb8310b31e5f3d44ba4&scene=4#wechat_redirect,2015-11-13 08:33:23,86182,62,,,1,正常,http://m.haibao.com,海报时尚网,,冬天脚上到底该如何捯饬也是一个难题，懒得去挑复杂和难驾驭的鞋子，不如就来一双超级实用且百搭的小黑靴吧，短靴不
百川网,qybccom,清远惊现最新大型骗局？清城多个小区业主集体银行卡被盗刷...,http://mp.weixin.qq.com/s?__biz=MjM5MTk4NzU0MA==&mid=400484194&idx=2&sn=37e9f42c738267f937f48934c30001a8&scene=4#wechat_redirect,2015-11-13 19:53:41,86068,78,,,2,正常,http://mp.weixin.qq.com/s?__biz=MjM5MTk4NzU0MA==&mid=203022965&idx=1&sn=ef259877e428a55dfddf30ae5340719b#rd,,无,清远市某小区一班业主说，他们小区里面，就这一两天时间，已经有十几个业主的银行卡被盗刷，有的甚至被盗刷超过5万
零点创意,lingdiancy,又一个亿万富婆被查出绝症后，在医院狂撒现金！,http://mp.weixin.qq.com/s?__biz=MjM5MjgxNjU0MA==&mid=400987023&idx=1&sn=6db0245ae9adf817b0340ae58bcb3336&scene=4#wechat_redirect,2015-11-13 00:06:35,85937,303,,,1,正常,http://mp.weixin.qq.com/s?__biz=MjM5MjgxNjU0MA==&mid=200202252&idx=1&sn=9913fef3354c9394d93461f5782b2630#rd,,无,阅读本文前，请您先点击上面的蓝色字体“零点创意”，再点击“关注”，这样您就可以继续免费收到文章了。每天都有分
